molecule_chembl_id,pIC50,canonical_smiles
CHEMBL319556,5.0,O=C1NCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl
CHEMBL21156,9.0,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1
CHEMBL104466,4.301029995663981,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC
CHEMBL386760,6.619788758288394,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1
CHEMBL221959,7.958607314841775,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
CHEMBL557844,6.85078088734462,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1.Cl
CHEMBL221378,7.552841968657781,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccc(F)cc1
CHEMBL375205,7.5376020021010435,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1
CHEMBL220484,6.350665141287858,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1
CHEMBL220969,7.251811972993799,C[C@H](Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL374321,7.7447274948966935,C[C@H](Nc1cc(-c2ccc(C#N)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL221376,7.113509274827518,C[C@H](Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL220483,7.920818753952375,COc1ccc(-c2cc(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)n2)cc1OC
CHEMBL373523,6.777283528852417,C[C@H](Nc1cc(-c2cccc(N(C)C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL384820,7.698970004336019,C[C@H](Nc1cc(-c2ccc(N(C)C)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL222027,7.795880017344075,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL221037,7.229147988357855,C[C@H](Nc1cc(N2CC[C@@H](O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL376885,6.94692155651658,CN1CCN(c2cc(Nc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1
CHEMBL385114,7.167491087293763,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1
CHEMBL218439,7.769551078621726,CN1CCN(c2cc(Oc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1
CHEMBL375296,7.721246399047171,C[C@H](Nc1cc(N2CCN(C)CC2)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL218579,8.154901959985743,C[C@H](Nc1cc(N(C)C)nc(-n2cnc3ccncc32)n1)c1ccccc1
CHEMBL221912,6.906578314837765,COC[C@H](C)Nc1ccnc(-n2cnc3ccc(C#N)cc32)n1
CHEMBL217937,5.0,Cc1nc2ccncc2n1-c1nccc(N[C@@H](C)c2ccccc2)n1
CHEMBL222028,5.0,C[C@H](Nc1ccnc(-n2ccc3ccncc32)n1)c1ccccc1
